CODIGO,DESCRIPCION," TIPO",CANTIDAD,PRECIO,PRECIO H.,Ubicación,CATEGORIA,PROVEEDOR,TOTAL
56G,PLASTICO STRECH TRANS 15.5CM X 1KL,,0,,0,,,,0
121G,UNION PE 3/4,,0,,0,,,,0
1268T,NEPLO AC 2 1/2 X 5,UND,0,,0,,,,0
1169T,TANQUE BIODIGESTOR 600 L ROTOPLAST,UND,0,,0,,,,0
1095T,"BROCA PARA ROTOMARTILLO ",UND,0,,0,,,,0
"70G ",TACOS REFZ 1/4 X 2 1/2,,0,,0,,,,0
1193T,PERNO EXPANSIVO 3/8X 3 FICHER,UND,0,,0,,,,0
43G,"NEPLO  BRG 3/4X1/2"" (NR-3215)",,0,,0,,,,0
1316T,"NEPLO AC 1X8""",UND,0,,0,,,,0
1408T,CAJA CONTROL  N-CONTRA C SWJ-CB PARA PISCINA,UND,0,,0,,,,0
1036T,TERMOTANQUE DE 50 LITOS,UND,0,,0,,,,0
1029T,"CAJA VALVULA REDONDA 6""",UND,0,,0,,,,0
1125T,"VALVULA PI BR 1"" ITALY",UND,0,,0,,,,0
1358T,GABINETE H/N 60X60X22 EMPOTRABLE,UND,0,,0,,,,0
1126T,TACOS EXPANSIVOS 1 1/4,UND,0,,0,,,,0
1210T,MANGUERA DE CARGA 1X1 M-M,UND,0,,0,,,,0
1059T,TUBO TF 50X 4 M TORO,UND,0,,0,,,,0
1084T,MANGUERA CORRUGADA TIGRE FLEX,UND,0,,0,,,,0
88G,CODO SOSO 45X3/4,,0,,0,,,,0
1241T,BOMBA SUMERGIBLE INOX 1HP TRUPER 110V,UND,0,,0,,,,0
1192T,NEPLO INOX 1/2 X 8 (20 CM),UND,0,,0,,,,0
1013T,CODO 90 PRESION X 75MM,UND,0,,0,,,,0
115G,"ABRAZADERA AZUL 63 DE 2""",,0,,0,,,,0
1293T,CODO ADAPTADOR 90 ROSC M 25X1/2,UND,0,,0,,,,0
1009T,TANQUE HIDRONEUMATICO METAL 60 LITROS  VERTICAL,UND,0,,0,,,,0
1191T,VALVULA ESFERA GAS 3/4 PALANCA H-H ITAP 266,UND,0,,0,,,,0
1156T,RODILLO DE ESPONJA,UND,0,,0,,,,0
1019T,EMPAQUE CAUCHO #19 TUBO ABASTO,UND,0,,0,,,,0
1108T,MALLA MOSQUITERA AZUAL ALTO,UND,0,,0,,,,0
1063T,TEE REDUCIDA 32X25X32,UND,0,,0,,,,0
129G,"VALVULA ESFERA GAS NIBCO AMARILLO 1""",,0,,0,,,,0
1190T,CODO INOX 3/4 POR CACHIMBA,UND,0,,0,,,,0
1058T,TEE TF REDUCIDA 40 X 32 X 40,UND,0,,0,,,,0
1272T,PUNTA TALADRO ESTRELLA,UND,0,,0,,,,0
1026T,REDUCTOR PVC BUJE DESAGUE 160X100 MM RIVAL,UND,0,,0,,,,0
1114T,"CODO HN RANURADO 90X4""",UND,0,,0,,,,0
1287T,"COLGADOR PERA 6""",UND,0,,0,,,,0
49G,"UNION CU SOSO 1/2""",,0,,0,,,,0
1129T,"DISCO CORTE DEWALT 7""",UND,0,,0,,,,0
1042T,"TANQUE ROTOPLAST 1100 L NEGRO BOTELLA ",UND,0,,0,,,,0
1275T,ADAPTADOR ROCA H 63X2,UND,0,,0,,,,0
1139T,TUBO DE ABASTO 1/2 X 1/8 X 40 CM MH,UND,0,,0,,,,0
1081T,TEE PVC DESAGUE 50 MM TIGRE,UND,0,,0,,,,0
1171T,LIJA POR METRO N0. 120,UND,0,,0,,,,0
1400T,CODO ROSCABLE AGUA CALIENTE 90X20 AZUL,UND,0,,0,,,,0
116G,ABRAZADERA AZUL 50 MM,,0,,0,,,,0
1353T,"VALVULA CHEK 3"" HORIZONTAL",UND,0,,0,,,,0
1181T,VALVULA CHEK VERTIC HORIZON EUROPEA BRONCE 1 1/2,UND,0,,0,,,,0
1351T,NUDO PVC 1 1/4 POSCABLE,UND,0,,0,,,,0
1047T,MANOMETRO 90 PSI SECO 2 1-2,UND,0,,0,,,,0
1401T,TUBO EMT 1-2 EVLITE ELEC,UND,0,,0,,,,0
1117T,"TEE INOX DE 1""",UND,0,,0,,,,0
1249T,CODO HG 1/2 CACHIMBA,UND,0,,0,,,,0
1213T,TAPON MACHO 1/2 ROSCADO,UND,0,,0,,,,0
1122T,BUSHING HG 4X3 CIFUSA,UND,0,,0,,,,0
4G,"ADAPTADOR SO HE 1/2"" DE COBRE",,0,,0,,,,0
1274T,TEE REDUCIDA 63X32X63 PN25,UND,0,,0,,,,0
111G,REDUCCION COBRE 1/2 X 1/4,,0,,0,,,,0
1083T,"PLATINA 1"" X 3/16 X 6 METROS",UND,0,,0,,,,0
1344T,"TUBERIA AZUL PEAD 25 MM X 1,60 ",UND,0,,0,,,,0
1226T,TAPON PVC MACHO 50 MM,UND,0,,0,,,,0
96G,ADAPTADOR MACHO 3/4 NIBCO,,0,,0,,,,0
1151T,MANGUERA FLEXIBLE MONOCOMANDO FV,UND,0,,0,,,,0
1317T,TE MECANICA RANURADA 4 X 2 1/2,UND,0,,0,,,,0
92G,REGUALDOR HUMCAR 35K AJUST C7M 610717,,0,,0,,,,0
1329T,LIJA NEGRA #60,UND,0,,0,,,,0
1027T,"TAPA PVC HEMBRA ROSCABLE 1/2""",UND,0,,0,,,,0
1106T,"REDUCCION HN 1 1/2 X 1""",UND,0,,0,,,,0
1411T,"BOMBA DE CALOR PARA PISCINA IBAX FULL INVERTER CAPACIDAD DE CALENTAMIENTO ",UND,0,,0,,,,0
1078T,TUBO TF 25 MM X 4 M TORO,UND,0,,0,,,,0
1158T,TORNILLO TRIPATO 1 1/2,UND,0,,0,,,,0
1143T,CODO AC CED40 45X1,UND,0,,0,,,,0
1097T,"CRUZ RANURADA 2 1/2""",UND,0,,0,,,,0
1034T,BROCA IRVIN METAL 3/8,UND,0,,0,,,,0
1119T,TANQUE 10000 LITROS,UND,0,,0,,,,0
1377T,PINTURA SPRAY CHIMENEA PRO ALTA,UND,0,,0,,,,0
1021T,PIOLA N0. 4,UND,0,,0,,,,0
1090T,VARILLA CORRUGADA 12 MM,UND,0,,0,,,,0
1273T,REGULADOR DE 1 ERA 10 PSI ROJO,UND,0,,0,,,,0
1277T,IMPERMEABILIZANTE IMPERPOL NEGRO,UND,0,,0,,,,0
1107T,VALVULA ESFERA GAS 1/4 PALANCA H-H GENEBRE,UND,0,,0,,,,0
1383T,"GEOTEXTIL1,5 MTS DE ANCHO ROLLO 300 MTS",UND,0,,0,,,,0
1121T,CALENTADOR ACUMULADOR 40 GALONES,UND,0,,0,,,,0
1040T,REDUCCION MH 50MM A 25MM PN25,UND,0,,0,,,,0
108G,REGULADOR PRIMERA ETAPA 14KL 1/4X1/4 RECA 912 MAS MANOMETRO,,0,,0,,,,0
1251T,"TAPON RANURADO 3""",UND,0,,0,,,,0
1038T,TAPON HEMBRA AI ROSCABLE 1/2,UND,0,,0,,,,0
1071T,UNION FUSION AZUL 20 POLIMEZ,UND,0,,0,,,,0
1359T,"REDUCCION HN 1 1/4 X 1/2 ",UND,0,,0,,,,0
1200T,TEE REDUCIDA 63X25,UND,0,,0,,,,0
1396T,FULMINANTES,UND,0,,0,,,,0
1022T,ROCIADOR AUTOCOLGANTE 3/4 GRIS,UND,0,,0,,,,0
1076T,NEPLO INOX 3/4 X 4,UND,0,,0,,,,0
1198T,"VALVULA DE ALIVIO 1""",UND,0,,0,,,,0
1150T,MANOMETRO VERT 1/4 300 PSI WINTERS,UND,0,,0,,,,0
1133T,SIERRA 12X10 PARA MAQUINA,UND,0,,0,,,,0
1258T,TEE TF ROSCABLE H 32X3/4,UND,0,,0,,,,0
1082T,REDUCCION TF HH 25 A 20 TORO,UND,0,,0,,,,0
1405T,TIMBRADOR 30 MTS,UND,0,,0,,,,0
1014T,UNIVERSAL SOLDABLE 75 MM,UND,0,,0,,,,0
60G,CORTADOR DE TUNO STANLEY 1/8 X 1/8,,0,,0,,,,0
1341T,"BOMBA HIDRAULICA SUMERGIBLE 5,5 HP 2""",UND,0,,0,,,,0
1428T,CABLE  ANTIFLAMA 18AWG 2 HILOS PARA SISTEMA CONTRAINCENDIOS 100% COBRE 305,UND,0,,0,,,,0
1214T,SIKA FLEX GRIS,UND,0,,0,,,,0
1041T,REDUCCION MH 63MM A 25MM PN25,UND,0,,0,,,,0
1337T,TEE MECANICA RANURADA 6 X 2 1/2,UND,0,,0,,,,0
1368T,PRESURIZADOR 1 1/2 HP 127V TRUPER,UND,0,,0,,,,0
1102T,"ADAPTADOR PVC M C40 PEGA/ROSCA 1 1/2"" TGR",UND,0,,0,,,,0
1045T,"REGULADOR RECA 10 KG 0,5 PSI",UND,0,,0,,,,0
"1067T ",TE  LISA 40 MM,UND,0,,0,,,,0
1197T,TEE REDUCIDA 50X20X50 PN 25,UND,0,,0,,,,0
1380T,BUJE TF 25X20 AZUL,UND,0,,0,,,,0
1345T,CABLE ACERO 3/8,UND,0,,0,,,,0
1032T,COPA CARBURO GRA,UND,0,,0,,,,0
1055T,REDUCCION INOX 1/2 X 1/4 MM,UND,0,,0,,,,0
1388T,CODO TF 45X20 MM AZUL,UND,0,,0,,,,0
1109T,REDUCCION PEGABLE 2X3/4 CAMPANA GOL,UND,0,,0,,,,0
1305T,"MEDIDOR DE GAS 6M3-1,5 BARTCL",UND,0,,0,,,,0
1335T,"PERNO EXPANSIVO 3/8 X 4""",UND,0,,0,,,,0
21G,"TORNILLO C/LENTEJA ESTRELLA ",,0,,0,,,,0
1407T,LUZ LED CORRIENTE EM0055,UND,0,,0,,,,0
1057T,REDUCCION TF MH 50 A 25,UND,0,,0,,,,0
1187T,BUJE PVC 1 1/2 X 1,UND,0,,0,,,,0
1283T,NEPLO ROSCABLE 1 1/4,UND,0,,0,,,,0
1303T,TAPON MACHO 1 1/4 ULFM,UND,0,,0,,,,0
1398T,RELE TERMICO CHINT 2-25,UND,0,,0,,,,0
,TROZADORA,,,,0,,,,0
,RANURADORA,,,,0,,,,0
,PRENSA,,,,0,,,,0
,TABLEROS PARA ANDAMIOS,,,,0,,,,0
,ANDAMIOS,,,,0,,,,0
,REDUCTOTERS,,,,0,,,,0
,arandela 3/8,,,,0,,,,0
,ROCIADOR NORMADO ULFM  COLGANTE BLANCO CON EMBELLECEDOR 1/2,,,,0,,,,0
,SACABOCADOS 110,,,,0,,,,0
,TORNILLO #6 1/2,,,,0,,,,0
,BROCA CONCRETO #6,,,,0,,,,0
,POLITUBO 3/4 ROLLO,,,,0,,,,0
,CAJETINES HEXAGONALES,,,,0,,,,0
,POLITUBO DE 1/2,,,,0,,,,0
,CABLE ANTIFRAMA 2X18 AWG,,,,0,,,,0
,CONECTOR POLITUBO 1/2,,,,0,,,,0
,SOLDADORA CON MÁSCARA,,,,0,,,,0
,"HIDROLAVADORA CON MANGUERA ",,,,0,,,,0
,TOMA CORRIENTE DE 2 ENCHUFES,,,,0,,,,0
,ENCHUFES DE 3 PATAS,,,,0,,,,0
,"LLEVAR RETAZOS DE TUBO DE 1 1/2"" ACERO NEGRO",,,,0,,,,0
,EQUIPO OXICORTE,,,,0,,,,0
,CAUCHO REDUCTOR 2X 1 1/4 PARA LAVANDERIA,,,,0,,,,0
,Sacabocados 1 1/2,,,,0,,,,0
,Varilla 12mm acero negro,,,,0,,,,0
,Tuerca 3/8,,,,0,,,,0
,Pistola para anclar,,,,0,,,,0
,Taladro,,,,0,,,,0
,Broca 1/2 para metal para taladro,,,,0,,,,0
,CODO INOX 1/2”X45 ROSCADO,,,,0,,,,0
,TAPON DE 1 1/2” MACHO INOX,UND,,"2,63 US$","3,156",,,,0
,CONTADOR,,,,0,,,,0
,CONTADOR,,,,0,,,,0
,CONTADOR VOLUMETRICO PARA GAS DOMESTICO,,,,0,,,,0
,ADAPTADOR TF MACHO DE 1 1/2”X50MM,,,,0,,,,0
,REDUCCION TF DE 50MM A 40MM,,,,0,,,,0
,ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR NEGRO,,,,0,,,,0
,ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR BLANCO,,,,0,,,,0
,"LLAVE DE CORTE PRUEBAS 1/2""",,,,0,,,,0
,AMOLADORA PEQUEÑA,,,,0,,,,0
,ROTOMARTILLO,,,,0,,,,0
,ANGULO 1 1/2 X4MM,,,,0,,,,0
,"PERNO EXPANSIVOS 3/8 X 2""",,,,0,,,,0
,"PLATINA HN 1"" X 2MM",,,,0,,,,0
,"TORNILLOS CON ROSCA #6 X 1 1/2""",,,,0,,,,0
,TUERCA #6,,,,0,,,,0
,BUSHIN REDUCTOR INOX DE 1 1/2” A 1”,,,,0,,,,0
,"ADAPTADOR TF DE 32X1” ",,,,0,,,,0
,REDUCCION TF DE 40MM A 32MM,,,,0,,,,0
,"PUENTE TF DE 20MM ",,,,0,,,,0
,REDUCCION RANURADA DE 2 1/2” A 1 1/2”,,,,0,,,,0
,TEE TF DE 32MM A 25MM,,,,0,,,,0
,REDUCCION TF DE 32MM A 25MM,,,,0,,,,0
,TUBO DE ABASTO 1/2-1/2 MACHO /HEMBRA,,,,0,,,,0
,TERMOFUSIONADORA CON DADO 25,,,,0,,,,0
,FULMINANTES VERDES,,,,0,,,,0
,"TORNILLOS PARA MADERA 1""",,,,0,,,,0
,SIKA BOOM 300ML,,,,0,,,,0
,RETAZOS DE TUBERIA DE 20MM TF,,,,0,,,,0
,"COPA PARA TORNILLO AUTOPERFORANTE ",,,,0,,,,0
,TAPON TF HEMBRA DE 20MM,,,,0,,,,0
,"TEE ranurada de 2""",,,,0,,,,0
,CODO DE TF 20X90 PE-AL-PE PARA GAS,,,,0,,,,0
,"CODO TF DE 20MMX1/2"" PE-AL-PE PARA GAS ",,,,0,,,,0
,"TUBO PE-AL-PE DE 1/2"" PARA GAS",,,,0,,,,0
,JUEGO DE CAJA DE CLAVOS  Y FULMINATES VERDES,,,,0,,,,0
,ROCIADOR COLGANTE NORMADO ULFM 1/2,,,,0,,,,0
,TARRAJAS 1/2,,,,0,,,,0
,TARRAJAS 3/4,,,,0,,,,0
,REDUCTOR 1 1/4 A 3/4 AC,,,,0,,,,0
,"CODO ROSCADO HG 90X  1/2""",,,,0,,,,0
,TUBO TF DE 32MM,,,,0,,,,0
,CABLE RARO,,,,0,,,,0
,SAQUILLOS,,,,0,,,,0
,tablas de madera,,,,0,,,,0
,"VALVULA DE ALIVIO DE 1/2"" DE 300 PSI",,,,0,,,,0
,"BUSHIN INOX DE 1 1/4"" A 1"" ",,,,0,,,,0
,"UNION INOX DE 1 1/4""",,,,0,,,,0
,"VALVULA MARIPOSA DE 1/2"" PARA GAS ",,,,0,,,,0
,LLEVAR UNA LLAVE DE TUBO GRANDE,,,,0,,,,0
,"VALVULA DOBLE CHECK O TOMA DE CARGA DE 1 1/4""",,,,0,,,,0
,"TAPON INOX HEMBRA DE 3/4""",,,,0,,,,0
,"VALVULA DE PALANCA DE 1""  PARA GAS",,,,0,,,,0
,"MANGUERA NEGRA REFORZADA DE 1"" PARA TOMA DE CARGA CON ACOPLES MACHO/MACHO DE 1.20 MTS",,,,0,,,,0
,"ACOPLE ACNE DE 1 1/4"" A 1” DE BRONCE",,,,0,,,,0
,"TAPON INOX MACHO DE 3/4"" ",,,,0,,,,0
,"MANGUERA METALICA CON VALVULA POOL DE 1/2"" DE 1.20MTS",,,,0,,,,0
,"REGULADOR 1ERA ETAPA DE 60 KG/H CON SUS ACOPLES SALIDA A 1/2""",,,,0,,,,0
,"VALVULA DE PALANCA DE 3/4"" INOX PARA GAS ",,,,0,,,,0
,"BUSHIN INOX DE 3/4"" A 1/2""",,,,0,,,,0
,"SPRINKLER CROMADO O BLANCO DE 1/2"" NORMADO",,,,0,,,,0
,PINTURA AMARILLA,,,,0,,,,0
,FUNDA DE DEJA,,,,0,,,,0
,LIJA DE AGUA #400 FINA,,,,0,,,,0
,TIJERA PARA CORTAR COBRE,,,,0,,,,0
,Escalerillas de 10cm ancho y 2.40 alto,,,,0,,,,0
,Codos escalerillas 10 cm ancho,,,,0,,,,0
,"ADAPTADOR HEMBRA DE COBRE DE 1/2""",,,,0,,,,0
,"BROCHA DE 1""",,,,0,,,,0
,SPRAY COLOR VERDE,,,,0,,,,0
,"CODO COBRE 3/8""X90",,,,0,,,,0
,TEE COBRE 3/8,,,,0,,,,0
,"SIFON EDESA TIPO ACORDEON BLANCO PARA LAVAMANOS ",,,,0,,,,0
,CODO 90,,,,0,,,,0
,CODO PVC DE 90° X 50MM,,,,0,,,,0
,"MODULOS ANDAMIOS ",,,,0,,,,0
,TACOS FISHER #10,,,,0,,,,0
,"NEPLO 3"" CON DOS PUNTA ROSCA ACERO NEGRO 3”",,,,0,,,,0
,"CODO HN RANURADO 3""X45",,,,0,,,,0
,"RETAZO DE TUBERÍA ACERO NEGRO CED 10 3""",,,,0,,,,0
,"TAPON PVC DESAGUE MACHO DE 110MM ",,,,0,,,,0
,REDUCCION PVC DESAGUE DE 110MM  A 50MM,,,,0,,,,0
,"ADAPTADOR HEMBRA ROSCADO  3"" X 75MM PRESION GRIS",,,,0,,,,0
,TAPON PVC DESAGUE MACHO DE 50MM,,,,0,,,,0
,NUDO UNIVERSAL PEGABLE 75MM PRESION GRIS,,,,0,,,,0
,VALVULA PEGABLE 75MM PRESION GRIS,,,,0,,,,0
,TUBO PVC DE 50MM VENTILACION,,,,0,,,,0
,"PASAMURO BLANCO 3""",,,,0,,,,0
,"SACABOCADOS 3""",,,,0,,,,0
,TUBERIA PVC PRESION GRIS 75MM,,,,0,,,,0
,BOMBA SUMERGIBLE ALMACEN CON MANGUERA,,,,0,,,,0
,"PASAMURO BLANCO 1/2""",,,,0,,,,0
,BROCA 3/8 PARA CONCRETO PARA ROTOMARTILLO,,,,0,,,,0
,"UNION CU SO SO 3/4""",,,,0,,,,0
,"TORNILLOS AUTOPERFORANTES  1/2""",,,,0,,,,0
,ADAPTADOR TIPO COPA PARA TALADRO,,,,0,,,,0
,"tornillos #6 x2""",,,,0,,,,0
,spray rojo,,,,0,,,,0
,ADAPTADOR TF H H 50 X 32,,,,0,,,,0
,"NEPLO INOX 1"" X 15CM",,,,0,,,,0
,"CODO INOX 1"" X 90",,,,0,,,,0
,"BUSHING INOX 1"" X 1/2",,,,0,,,,0
,NEPLO CON CINTURA 1/2,,,,0,,,,0
,"REGULADOR 1RA ETAPA 10KG/H 1/2"" ACCESORIOS DE SALIDA",,,,0,,,,0
,"REGULADOR 2DA ETAPA 7KG/H 1/2"" ACCESORIOS PARA SALIDA",,,,0,,,,0
,ADAPTADOR MACHO TF GAS 20MMX1/2,,,,0,,,,0
,TEFLONES PEQUEÑOS USADOS,,,,0,,,,0
,TUBO CED 40 1/2 ACERO NEGRO,,,,0,,,,0
,"NUDO UNIVERSAL DE COBRE DE 1/2""",,,,0,,,,0
,"ABRAZADERAS TITAN DE 1/2"" PARA GAS ",,,,0,,,,0
,DETECTOR DE HUMO CONVENCIONAL 4/2 HAGROY,,,,0,,,,0
,ESTACION MANUAL CONVENCIONAL 4/2 HAGROY,,,,0,,,,0
,LLAVE TF DE 20MM,,,,0,,,,0
,LUZ ESTROBOSCOPICA 24V HAGROY,,,,0,,,,0
,TEE TF DE 25MM A 20MM,,,,0,,,,0
,amarraderas plásticas,,,,0,,,,0
,PANEL CONVENCIONAL DE 5 ZONAS HAGROY,,,,0,,,,0
,CODO 3/4X90 ACERO NEGRO,,,,0,,,,0
,UNION ACERO NEGRO 1/2 ROSCADA,,,,0,,,,0
,"CODO ACERO NEGRO 1/2""X90 ROSACADO",,,,0,,,,0
,CODO ACERO NEGRO 3/4X90 ROSCADO,,,,0,,,,0
,TEE RANURADA 2 1/2 ACERO NEGRO,,,,0,,,,0
,cinta roja,,,,0,,,,0
,cinta azul,,,,0,,,,0
,W-40,,,,0,,,,0
,REDUCCION PVC DESAGUE DE 75MM A 50MM,,,,0,,,,0
